"","subject_ID","breed","preregistered_data","condition_order","condition","trial_num","treat_location","response","age","sex","dog_training_experience","research_experience"
"548","messerli_md1_077","Labrador_Retriever","after_prereg","ost","ost",4,"R",0,3,"M",3,0
"549","messerli_md1_077","Labrador_Retriever","after_prereg","ost","ost",5,"L",0,3,"M",3,0
"550","messerli_md1_077","Labrador_Retriever","after_prereg","ost","ost",6,"R",1,3,"M",3,0
"551","messerli_md1_077","Labrador_Retriever","after_prereg","ost","ost",7,"R",1,3,"M",3,0
"552","messerli_md1_077","Labrador_Retriever","after_prereg","ost","ost",8,"L",0,3,"M",3,0
"553","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",1,"R",0,7,"F",3.25,0
"554","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",2,"L",0,7,"F",3.25,0
"555","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",3,"R",1,7,"F",3.25,0
"556","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",4,"L",1,7,"F",3.25,0
"557","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",5,"L",0,7,"F",3.25,0
"558","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",6,"R",0,7,"F",3.25,0
"559","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",7,"L",1,7,"F",3.25,0
"560","messerli_md1_078","Labrador_Retriever","after_prereg","non","non",8,"R",1,7,"F",3.25,0
"561","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",1,"L",1,2,"F",2.375,1
"562","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",2,"R",1,2,"F",2.375,1
"563","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",3,"L",1,2,"F",2.375,1
"564","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",4,"R",1,2,"F",2.375,1
"565","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",5,"L",1,2,"F",2.375,1
"566","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",6,"L",1,2,"F",2.375,1
"567","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",7,"R",1,2,"F",2.375,1
"568","messerli_md1_079","Labrador_Retriever","after_prereg","ost","ost",8,"R",1,2,"F",2.375,1
"569","messerli_md1_080","Border_Collie","after_prereg","ost","ost",1,"L",0,1,"F",2.875,3
"570","messerli_md1_080","Border_Collie","after_prereg","ost","ost",2,"R",1,1,"F",2.875,3
"571","messerli_md1_080","Border_Collie","after_prereg","ost","ost",3,"L",1,1,"F",2.875,3
"572","messerli_md1_080","Border_Collie","after_prereg","ost","ost",4,"R",1,1,"F",2.875,3
"573","messerli_md1_080","Border_Collie","after_prereg","ost","ost",5,"L",0,1,"F",2.875,3
"574","messerli_md1_080","Border_Collie","after_prereg","ost","ost",6,"L",1,1,"F",2.875,3
"575","messerli_md1_080","Border_Collie","after_prereg","ost","ost",7,"R",0,1,"F",2.875,3
"576","messerli_md1_080","Border_Collie","after_prereg","ost","ost",8,"R",0,1,"F",2.875,3
"577","messerli_md1_081","Golden_Retriever","after_prereg","non","non",1,"R",0,9,"F",2.25,0
"578","messerli_md1_081","Golden_Retriever","after_prereg","non","non",2,"L",1,9,"F",2.25,0
"579","messerli_md1_081","Golden_Retriever","after_prereg","non","non",3,"R",0,9,"F",2.25,0
"580","messerli_md1_081","Golden_Retriever","after_prereg","non","non",4,"L",1,9,"F",2.25,0
"581","messerli_md1_081","Golden_Retriever","after_prereg","non","non",5,"L",1,9,"F",2.25,0
"582","messerli_md1_081","Golden_Retriever","after_prereg","non","non",6,"R",0,9,"F",2.25,0
"583","messerli_md1_081","Golden_Retriever","after_prereg","non","non",7,"L",1,9,"F",2.25,0
"584","messerli_md1_081","Golden_Retriever","after_prereg","non","non",8,"R",0,9,"F",2.25,0
"585","messerli_md1_082","MIX","after_prereg","ost","ost",1,"L",0,10,"M",3.375,0
"586","messerli_md1_082","MIX","after_prereg","ost","ost",2,"R",1,10,"M",3.375,0
"587","messerli_md1_082","MIX","after_prereg","ost","ost",3,"L",1,10,"M",3.375,0
"588","messerli_md1_082","MIX","after_prereg","ost","ost",4,"R",1,10,"M",3.375,0
"589","messerli_md1_082","MIX","after_prereg","ost","ost",5,"L",0,10,"M",3.375,0
"590","messerli_md1_082","MIX","after_prereg","ost","ost",6,"L",0,10,"M",3.375,0
"591","messerli_md1_082","MIX","after_prereg","ost","ost",7,"R",1,10,"M",3.375,0
"592","messerli_md1_082","MIX","after_prereg","ost","ost",8,"R",1,10,"M",3.375,0
"593","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",1,"L",1,4,"F",2.875,0
"594","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",2,"R",0,4,"F",2.875,0
"595","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",3,"L",1,4,"F",2.875,0
"596","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",4,"R",0,4,"F",2.875,0
"597","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",5,"L",1,4,"F",2.875,0
"598","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",6,"L",1,4,"F",2.875,0
"599","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",7,"R",0,4,"F",2.875,0
"600","messerli_md1_083","Australian_Shepherd","after_prereg","non","non",8,"R",0,4,"F",2.875,0
"601","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",1,"R",1,8,"F",2.875,3
"602","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",2,"L",1,8,"F",2.875,3
"603","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",3,"L",1,8,"F",2.875,3
"604","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",4,"R",1,8,"F",2.875,3
"605","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",5,"L",1,8,"F",2.875,3
"606","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",6,"R",1,8,"F",2.875,3
"607","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",7,"R",0,8,"F",2.875,3
"608","messerli_md1_084","Golden_Retriever","after_prereg","ost","ost",8,"L",1,8,"F",2.875,3
"609","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",1,"L",1,3,"M",2,0
"610","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",2,"R",0,3,"M",2,0
"611","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",3,"L",1,3,"M",2,0
"612","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",4,"R",0,3,"M",2,0
"613","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",5,"L",1,3,"M",2,0
"614","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",6,"L",1,3,"M",2,0
"615","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",7,"R",0,3,"M",2,0
"616","messerli_md1_086","Rhodesian_Ridgeback","after_prereg","ost","ost",8,"R",0,3,"M",2,0
"617","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",1,"R",0,7,"M",2.25,1
"618","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",2,"L",1,7,"M",2.25,1
"619","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",3,"R",0,7,"M",2.25,1
"620","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",4,"L",1,7,"M",2.25,1
"621","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",5,"L",0,7,"M",2.25,1
"622","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",6,"R",1,7,"M",2.25,1
"623","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",7,"L",0,7,"M",2.25,1
"624","messerli_md1_087","Rhodesian_Ridgeback","after_prereg","non","non",8,"R",0,7,"M",2.25,1
"625","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",1,"R",1,5,"F",2,0
"626","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",2,"L",1,5,"F",2,0
"627","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",3,"L",1,5,"F",2,0
"628","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",4,"R",0,5,"F",2,0
"629","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",5,"L",1,5,"F",2,0
"630","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",6,"R",0,5,"F",2,0
"631","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",7,"R",0,5,"F",2,0
"632","messerli_md1_088","Golden_Retriever","after_prereg","ost","ost",8,"L",1,5,"F",2,0
"633","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",1,"L",0,1,"F",2.25,0
"634","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",2,"R",1,1,"F",2.25,0
"635","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",3,"L",0,1,"F",2.25,0
"636","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",4,"R",1,1,"F",2.25,0
"637","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",5,"L",0,1,"F",2.25,0
"638","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",6,"L",0,1,"F",2.25,0
"639","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",7,"R",1,1,"F",2.25,0
"640","messerli_md1_089","Golden_Retriever","after_prereg","ost","ost",8,"R",1,1,"F",2.25,0
"641","messerli_md1_090","Golden_Retriever","after_prereg","non","non",1,"L",1,10,"F",3,0
"642","messerli_md1_090","Golden_Retriever","after_prereg","non","non",2,"R",1,10,"F",3,0
"643","messerli_md1_090","Golden_Retriever","after_prereg","non","non",3,"L",1,10,"F",3,0
"644","messerli_md1_090","Golden_Retriever","after_prereg","non","non",4,"R",0,10,"F",3,0
"645","messerli_md1_090","Golden_Retriever","after_prereg","non","non",5,"L",1,10,"F",3,0
"646","messerli_md1_090","Golden_Retriever","after_prereg","non","non",6,"L",1,10,"F",3,0
"647","messerli_md1_090","Golden_Retriever","after_prereg","non","non",7,"R",0,10,"F",3,0
"648","messerli_md1_090","Golden_Retriever","after_prereg","non","non",8,"R",1,10,"F",3,0
"649","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",1,"R",1,0,"M",2.8125,0
"650","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",2,"L",1,0,"M",2.8125,0
"651","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",3,"R",1,0,"M",2.8125,0
"652","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",4,"L",1,0,"M",2.8125,0
"653","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",5,"L",0,0,"M",2.8125,0
"654","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",6,"R",0,0,"M",2.8125,0
"655","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",7,"L",1,0,"M",2.8125,0
"656","messerli_md1_091","Rhodesian_Ridgeback","after_prereg","non","non",8,"R",0,0,"M",2.8125,0
"657","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",1,"L",1,0,"M",2,1
"658","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",2,"R",0,0,"M",2,1
"659","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",3,"L",1,0,"M",2,1
"660","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",4,"R",0,0,"M",2,1
"661","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",5,"L",1,0,"M",2,1
"662","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",6,"L",1,0,"M",2,1
"663","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",7,"R",0,0,"M",2,1
"664","messerli_md1_092","JP_Russell_Terrier","after_prereg","non","non",8,"R",1,0,"M",2,1
"665","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",1,"L",1,10,"F",2.375,1
"666","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",2,"R",0,10,"F",2.375,1
"667","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",3,"L",1,10,"F",2.375,1
"668","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",4,"R",0,10,"F",2.375,1
"669","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",5,"L",1,10,"F",2.375,1
"670","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",6,"L",1,10,"F",2.375,1
"671","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",7,"R",0,10,"F",2.375,1
"672","messerli_md1_093","JP_Russell_Terrier","after_prereg","non","non",8,"R",0,10,"F",2.375,1
"673","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",1,"L",0,2,"F",3,0
"674","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",2,"R",1,2,"F",3,0
"675","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",3,"L",0,2,"F",3,0
"676","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",4,"R",1,2,"F",3,0
"677","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",5,"L",0,2,"F",3,0
"678","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",6,"L",0,2,"F",3,0
"679","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",7,"R",1,2,"F",3,0
"680","messerli_md1_094","JP_Russell_Terrier","after_prereg","ost","ost",8,"R",1,2,"F",3,0
"681","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",1,"R",1,6,"F",3.375,3
"682","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",2,"L",0,6,"F",3.375,3
"683","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",3,"R",1,6,"F",3.375,3
"684","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",4,"L",0,6,"F",3.375,3
"685","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",5,"L",0,6,"F",3.375,3
"686","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",6,"R",1,6,"F",3.375,3
"687","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",7,"L",0,6,"F",3.375,3
"688","messerli_md1_095","JP_Russell_Terrier","after_prereg","non","non",8,"R",1,6,"F",3.375,3
"689","messerli_md1_097","Siberian_Husky","after_prereg","non","non",1,"L",0,1,"M",2.625,0
"690","messerli_md1_097","Siberian_Husky","after_prereg","non","non",2,"R",1,1,"M",2.625,0
"691","messerli_md1_097","Siberian_Husky","after_prereg","non","non",3,"L",1,1,"M",2.625,0
"692","messerli_md1_097","Siberian_Husky","after_prereg","non","non",4,"R",1,1,"M",2.625,0
"693","messerli_md1_097","Siberian_Husky","after_prereg","non","non",5,"L",1,1,"M",2.625,0
"694","messerli_md1_097","Siberian_Husky","after_prereg","non","non",6,"L",1,1,"M",2.625,0
"695","messerli_md1_097","Siberian_Husky","after_prereg","non","non",7,"R",0,1,"M",2.625,0
"696","messerli_md1_097","Siberian_Husky","after_prereg","non","non",8,"R",0,1,"M",2.625,0
"697","messerli_md1_098","Golden_Retriever","after_prereg","non","non",1,"R",0,6,"F",3.125,0
"698","messerli_md1_098","Golden_Retriever","after_prereg","non","non",2,"L",0,6,"F",3.125,0
"699","messerli_md1_098","Golden_Retriever","after_prereg","non","non",3,"R",0,6,"F",3.125,0
"700","messerli_md1_098","Golden_Retriever","after_prereg","non","non",4,"L",0,6,"F",3.125,0
"701","messerli_md1_098","Golden_Retriever","after_prereg","non","non",5,"L",0,6,"F",3.125,0
"702","messerli_md1_098","Golden_Retriever","after_prereg","non","non",6,"R",0,6,"F",3.125,0
"703","messerli_md1_098","Golden_Retriever","after_prereg","non","non",7,"L",1,6,"F",3.125,0
"704","messerli_md1_098","Golden_Retriever","after_prereg","non","non",8,"R",1,6,"F",3.125,0
"705","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",1,"R",1,3,"F",2.5,0
"706","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",2,"L",0,3,"F",2.5,0
"707","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",3,"L",0,3,"F",2.5,0
"708","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",4,"R",1,3,"F",2.5,0
"709","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",5,"L",0,3,"F",2.5,0
"710","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",6,"R",1,3,"F",2.5,0
"711","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",7,"R",1,3,"F",2.5,0
"712","messerli_md1_099","JP_Russell_Terrier","after_prereg","ost","ost",8,"L",0,3,"F",2.5,0
"713","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",1,"L",1,3,"F",2.25,0
"714","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",2,"R",0,3,"F",2.25,0
"715","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",3,"L",1,3,"F",2.25,0
"716","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",4,"R",0,3,"F",2.25,0
"717","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",5,"L",1,3,"F",2.25,0
"718","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",6,"L",1,3,"F",2.25,0
"719","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",7,"R",0,3,"F",2.25,0
"720","messerli_md1_102","Siberian_Husky","after_prereg","ost","ost",8,"R",0,3,"F",2.25,0
"721","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",1,"R",0,2,"F",3.125,0
"722","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",2,"L",1,2,"F",3.125,0
"723","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",3,"R",0,2,"F",3.125,0
"724","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",4,"L",1,2,"F",3.125,0
"725","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",5,"L",1,2,"F",3.125,0
"726","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",6,"R",0,2,"F",3.125,0
"727","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",7,"L",1,2,"F",3.125,0
"728","messerli_md1_103","JP_Russell_Terrier","after_prereg","non","non",8,"R",0,2,"F",3.125,0
"729","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",1,"R",1,7,"M",2.875,0
"730","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",2,"L",1,7,"M",2.875,0
"731","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",3,"L",1,7,"M",2.875,0
"732","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",4,"R",0,7,"M",2.875,0
"733","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",5,"L",0,7,"M",2.875,0
"734","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",6,"R",0,7,"M",2.875,0
"735","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",7,"R",0,7,"M",2.875,0
"736","messerli_md1_001","Labrador_Retriever","before_prereg","ost","non",8,"L",0,7,"M",2.875,0
"737","messerli_md1_002","Border_Collie","before_prereg","ost","non",1,"R",0,10,"F",3.875,3
"738","messerli_md1_002","Border_Collie","before_prereg","ost","non",2,"L",1,10,"F",3.875,3
"739","messerli_md1_002","Border_Collie","before_prereg","ost","non",3,"L",1,10,"F",3.875,3
"740","messerli_md1_002","Border_Collie","before_prereg","ost","non",4,"R",1,10,"F",3.875,3
"741","messerli_md1_002","Border_Collie","before_prereg","ost","non",5,"L",1,10,"F",3.875,3
"742","messerli_md1_002","Border_Collie","before_prereg","ost","non",6,"R",1,10,"F",3.875,3
"743","messerli_md1_002","Border_Collie","before_prereg","ost","non",7,"R",1,10,"F",3.875,3
"744","messerli_md1_002","Border_Collie","before_prereg","ost","non",8,"L",0,10,"F",3.875,3
"745","messerli_md1_003","MIX","before_prereg","ost","non",1,"L",0,7,"M",2.375,0
"746","messerli_md1_003","MIX","before_prereg","ost","non",2,"R",1,7,"M",2.375,0
"747","messerli_md1_003","MIX","before_prereg","ost","non",3,"R",0,7,"M",2.375,0
"748","messerli_md1_003","MIX","before_prereg","ost","non",4,"L",0,7,"M",2.375,0
"749","messerli_md1_003","MIX","before_prereg","ost","non",5,"R",0,7,"M",2.375,0
"750","messerli_md1_003","MIX","before_prereg","ost","non",6,"L",0,7,"M",2.375,0
"751","messerli_md1_003","MIX","before_prereg","ost","non",7,"R",0,7,"M",2.375,0
"752","messerli_md1_003","MIX","before_prereg","ost","non",8,"L",0,7,"M",2.375,0
"753","messerli_md1_004","Border_Collie","before_prereg","ost","non",1,"L",0,11,"M",2.5,3
"754","messerli_md1_004","Border_Collie","before_prereg","ost","non",2,"R",1,11,"M",2.5,3
"755","messerli_md1_004","Border_Collie","before_prereg","ost","non",3,"R",0,11,"M",2.5,3
"756","messerli_md1_004","Border_Collie","before_prereg","ost","non",4,"L",0,11,"M",2.5,3
"757","messerli_md1_004","Border_Collie","before_prereg","ost","non",5,"R",1,11,"M",2.5,3
"758","messerli_md1_004","Border_Collie","before_prereg","ost","non",6,"L",0,11,"M",2.5,3
"759","messerli_md1_004","Border_Collie","before_prereg","ost","non",7,"R",1,11,"M",2.5,3
"760","messerli_md1_004","Border_Collie","before_prereg","ost","non",8,"L",0,11,"M",2.5,3
"761","messerli_md1_005","Samoyed","before_prereg","non","ost",1,"L",1,9,"F",2.75,1
"762","messerli_md1_005","Samoyed","before_prereg","non","ost",2,"R",0,9,"F",2.75,1
"763","messerli_md1_005","Samoyed","before_prereg","non","ost",3,"R",0,9,"F",2.75,1
"764","messerli_md1_005","Samoyed","before_prereg","non","ost",4,"L",1,9,"F",2.75,1
"765","messerli_md1_005","Samoyed","before_prereg","non","ost",5,"R",1,9,"F",2.75,1
"766","messerli_md1_005","Samoyed","before_prereg","non","ost",6,"L",1,9,"F",2.75,1
"767","messerli_md1_005","Samoyed","before_prereg","non","ost",7,"R",1,9,"F",2.75,1
"768","messerli_md1_005","Samoyed","before_prereg","non","ost",8,"L",1,9,"F",2.75,1
"769","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",1,"L",1,1,"F",2.5,2
"770","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",2,"R",1,1,"F",2.5,2
"771","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",3,"R",1,1,"F",2.5,2
"772","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",4,"L",1,1,"F",2.5,2
"773","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",5,"R",1,1,"F",2.5,2
"774","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",6,"L",0,1,"F",2.5,2
"775","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",7,"R",1,1,"F",2.5,2
"776","messerli_md1_006","Rhodesian_Ridgeback","before_prereg","non","ost",8,"L",1,1,"F",2.5,2
"777","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",1,"R",0,6,"M",2.375,2
"778","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",2,"L",0,6,"M",2.375,2
"779","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",3,"R",0,6,"M",2.375,2
"780","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",4,"L",1,6,"M",2.375,2
"781","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",5,"L",1,6,"M",2.375,2
"782","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",6,"R",1,6,"M",2.375,2
"783","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",7,"L",1,6,"M",2.375,2
"784","messerli_md1_007","Rhodesian_Ridgeback","before_prereg","non","ost",8,"R",0,6,"M",2.375,2
"785","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",1,"L",0,2,"F",2.5,2
"786","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",2,"R",1,2,"F",2.5,2
"787","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",3,"R",1,2,"F",2.5,2
"788","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",4,"L",0,2,"F",2.5,2
"789","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",5,"R",1,2,"F",2.5,2
"790","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",6,"L",0,2,"F",2.5,2
"791","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",7,"R",1,2,"F",2.5,2
"792","messerli_md1_008","Rhodesian_Ridgeback","before_prereg","ost","non",8,"L",0,2,"F",2.5,2
"793","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",1,"L",1,5,"M",3.875,0
"794","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",2,"R",1,5,"M",3.875,0
"795","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",3,"R",1,5,"M",3.875,0
"796","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",4,"L",0,5,"M",3.875,0
"797","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",5,"R",1,5,"M",3.875,0
"798","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",6,"L",0,5,"M",3.875,0
"799","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",7,"R",1,5,"M",3.875,0
"800","messerli_md1_009","Golden_Retriever","before_prereg","non","ost",8,"L",0,5,"M",3.875,0
"801","messerli_md1_010","Border_Collie","before_prereg","non","ost",1,"R",1,11,"F",3.875,3
"802","messerli_md1_010","Border_Collie","before_prereg","non","ost",2,"L",1,11,"F",3.875,3
"803","messerli_md1_010","Border_Collie","before_prereg","non","ost",3,"R",0,11,"F",3.875,3
"804","messerli_md1_010","Border_Collie","before_prereg","non","ost",4,"L",0,11,"F",3.875,3
"805","messerli_md1_010","Border_Collie","before_prereg","non","ost",5,"L",1,11,"F",3.875,3
"806","messerli_md1_010","Border_Collie","before_prereg","non","ost",6,"R",0,11,"F",3.875,3
"807","messerli_md1_010","Border_Collie","before_prereg","non","ost",7,"L",1,11,"F",3.875,3
"808","messerli_md1_010","Border_Collie","before_prereg","non","ost",8,"R",1,11,"F",3.875,3
"809","messerli_md1_011","Border_Collie","before_prereg","ost","non",1,"L",0,7,"F",3.625,3
"810","messerli_md1_011","Border_Collie","before_prereg","ost","non",2,"R",1,7,"F",3.625,3
"811","messerli_md1_011","Border_Collie","before_prereg","ost","non",3,"R",1,7,"F",3.625,3
"812","messerli_md1_011","Border_Collie","before_prereg","ost","non",4,"L",0,7,"F",3.625,3
"813","messerli_md1_011","Border_Collie","before_prereg","ost","non",5,"R",1,7,"F",3.625,3
"814","messerli_md1_011","Border_Collie","before_prereg","ost","non",6,"L",0,7,"F",3.625,3
"815","messerli_md1_011","Border_Collie","before_prereg","ost","non",7,"R",1,7,"F",3.625,3
"816","messerli_md1_011","Border_Collie","before_prereg","ost","non",8,"L",1,7,"F",3.625,3
"817","messerli_md1_012","Border_Collie","before_prereg","ost","non",1,"R",1,1,"F",4,2
"818","messerli_md1_012","Border_Collie","before_prereg","ost","non",2,"L",0,1,"F",4,2
"819","messerli_md1_012","Border_Collie","before_prereg","ost","non",3,"L",0,1,"F",4,2
"820","messerli_md1_012","Border_Collie","before_prereg","ost","non",4,"R",1,1,"F",4,2
"821","messerli_md1_012","Border_Collie","before_prereg","ost","non",5,"L",0,1,"F",4,2
"822","messerli_md1_012","Border_Collie","before_prereg","ost","non",6,"R",1,1,"F",4,2
"823","messerli_md1_012","Border_Collie","before_prereg","ost","non",7,"R",0,1,"F",4,2
